Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Cultivar,dev_stage,Collection_Date,AGE,isolate,Ecotype,treatment,replicate,source_name,HOST,collected_by,isolation_source,GEO_Accession (exp),sample_type,lat_lon,strain,BIOMATERIAL_PROVIDER,id,BREED,genotype,sex,disease_stage,disease,infected_with,treatment_time,tree_number,Developmental_stage,temp,env_broad_scale,env_local_scale,env_medium,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_status,Sample_name,Submitter_Id,host_tissue_sampled,infection,Development_stage,lab_host,PHENOTYPE,Month,Scientific_Name,ENA_first_public,common_name,cell_type,Host_disease,external_id,INSDC_first_public,INSDC_last_update,population,altitude,replicates,samp_size,isol_growth_condt,geographic_location_(country_and/or_sea),Note,height_or_length,Biological_Replicate,Host_age,sequencer,tissue_type,host_sex,host_subject_id,species_in_sample,sub_species,rootstock,samp_vol_we_dna_ext,scion,collection_method,host_common_name,host_dry_mass,host_genotype,host_height,host_length,host_life_stage,host_phenotype,host_subspecf_genlin,host_symbiont,host_taxid,host_tot_mass,misc_param,neg_cont_type,omics_observ_id,organism_count,oxy_stat_samp,perturbation,pos_cont_type,samp_collect_device,samp_mat_process,samp_store_dur,samp_store_loc,samp_store_temp,source_material_id,biol_stat,host_blood_press_diast,host_blood_press_syst,host_body_habitat,host_body_product,host_body_temp,host_color,Host_diet,host_family_relationship,host_growth_cond,host_last_meal,host_shape,host_substrate,rel_to_oxygen,samp_capt_status,samp_dis_stage,samp_salinity,size_frac,cell_line,geographic_location_(region_and_locality),growth_protocol,insert_size_n (exp)
SRR24928235,RNA-Seq,300,9071206200,SAMN23564009,2904147927,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279149,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus maxima,ILLUMINA,2023-06-19T00:00:00Z,B207_F,SRP348881,2023-06-19T03:51:00Z,1,PRJNA785525,B207_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Chandler,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928236,RNA-Seq,300,6633960000,SAMN23564008,2249623509,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279148,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus deliciosa,ILLUMINA,2023-06-19T00:00:00Z,B154_F,SRP348881,2023-06-19T03:55:00Z,1,PRJNA785525,B154_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Willowleaf,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928237,RNA-Seq,300,7220525400,SAMN23564008,2412180878,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279148,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus deliciosa,ILLUMINA,2023-06-19T00:00:00Z,B154_F,SRP348881,2023-06-19T09:44:00Z,1,PRJNA785525,B154_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Willowleaf,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928238,RNA-Seq,300,8678143200,SAMN23564008,2929635650,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279148,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus deliciosa,ILLUMINA,2023-06-18T00:00:00Z,B154_F,SRP348881,2023-06-18T04:36:00Z,1,PRJNA785525,B154_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Willowleaf,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928239,RNA-Seq,300,9251678400,SAMN23564019,2987785232,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279147,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus medica,ILLUMINA,2023-06-19T00:00:00Z,B560_P,SRP348881,2023-06-19T06:25:00Z,1,PRJNA785525,B560_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Diamante,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928240,RNA-Seq,300,1501622700,SAMN23564019,481881407,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279147,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus medica,ILLUMINA,2023-06-20T00:00:00Z,B560_P,SRP348881,2023-06-20T09:35:00Z,1,PRJNA785525,B560_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Diamante,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928241,RNA-Seq,300,10460999400,SAMN23564019,3319247826,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279147,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus medica,ILLUMINA,2023-06-17T00:00:00Z,B560_P,SRP348881,2023-06-17T21:38:00Z,1,PRJNA785525,B560_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Diamante,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928242,RNA-Seq,300,6581826000,SAMN23564018,2240061302,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279146,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus reticulata,ILLUMINA,2023-06-18T00:00:00Z,B483_P,SRP348881,2023-06-18T04:36:00Z,1,PRJNA785525,B483_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Sun Chu Sha Kat,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928243,RNA-Seq,300,8004744600,SAMN23564018,2641466134,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279146,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus reticulata,ILLUMINA,2023-06-21T00:00:00Z,B483_P,SRP348881,2023-06-21T12:57:00Z,1,PRJNA785525,B483_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Sun Chu Sha Kat,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928244,RNA-Seq,300,7557936300,SAMN23564018,2555719935,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279146,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus reticulata,ILLUMINA,2023-06-18T00:00:00Z,B483_P,SRP348881,2023-06-18T04:34:00Z,1,PRJNA785525,B483_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Sun Chu Sha Kat,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928245,RNA-Seq,300,10162792800,SAMN23564017,3207996623,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279145,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus x limon,ILLUMINA,2023-06-18T00:00:00Z,B297_P,SRP348881,2023-06-18T04:42:00Z,1,PRJNA785525,B297_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Eureka,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928246,RNA-Seq,300,7734556800,SAMN23564017,2435061586,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279145,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus x limon,ILLUMINA,2023-06-21T00:00:00Z,B297_P,SRP348881,2023-06-21T17:30:00Z,1,PRJNA785525,B297_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Eureka,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928247,RNA-Seq,300,7318670100,SAMN23564017,2287649780,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279145,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus x limon,ILLUMINA,2023-06-21T00:00:00Z,B297_P,SRP348881,2023-06-21T02:00:00Z,1,PRJNA785525,B297_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Eureka,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928248,RNA-Seq,300,6630392100,SAMN23564016,2208641029,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279144,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus maxima,ILLUMINA,2023-06-21T00:00:00Z,B207_P,SRP348881,2023-06-21T05:03:00Z,1,PRJNA785525,B207_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Chandler,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928249,RNA-Seq,300,6465710700,SAMN23564016,2219804818,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279144,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus maxima,ILLUMINA,2023-06-19T00:00:00Z,B207_P,SRP348881,2023-06-19T09:38:00Z,1,PRJNA785525,B207_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Chandler,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928250,RNA-Seq,300,7132107600,SAMN23564016,2417201939,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279144,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus maxima,ILLUMINA,2023-06-19T00:00:00Z,B207_P,SRP348881,2023-06-19T03:50:00Z,1,PRJNA785525,B207_P,Pulp,Spain,Europe,Spain: Valencia,Plant,Chandler,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928251,RNA-Seq,300,7968076200,SAMN23564007,2674694456,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279143,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus aurantium,ILLUMINA,2023-06-19T00:00:00Z,B117_F,SRP348881,2023-06-19T04:51:00Z,1,PRJNA785525,B117_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Sevillano,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928252,RNA-Seq,300,6973813200,SAMN23564007,2337121420,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279143,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus aurantium,ILLUMINA,2023-06-20T00:00:00Z,B117_F,SRP348881,2023-06-20T16:44:00Z,1,PRJNA785525,B117_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Sevillano,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928253,RNA-Seq,300,8673696600,SAMN23564007,2908970759,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279143,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus aurantium,ILLUMINA,2023-06-19T00:00:00Z,B117_F,SRP348881,2023-06-19T03:49:00Z,1,PRJNA785525,B117_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Sevillano,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928254,RNA-Seq,300,7052842800,SAMN23564006,2338555011,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279142,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2023-06-19T00:00:00Z,B031_F,SRP348881,2023-06-19T04:53:00Z,1,PRJNA785525,B031_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Salustiana,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928255,RNA-Seq,300,8735377500,SAMN23564006,2947156786,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279142,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2023-06-17T00:00:00Z,B031_F,SRP348881,2023-06-17T22:37:00Z,1,PRJNA785525,B031_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Salustiana,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24928256,RNA-Seq,300,5899580700,SAMN23564006,1995334087,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13279142,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2023-06-17T00:00:00Z,B031_F,SRP348881,2023-06-17T22:34:00Z,1,PRJNA785525,B031_F,Flavedo,Spain,Europe,Spain: Valencia,Plant,Salustiana,Ripening fruits at color break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR26832407,RNA-Seq,300,32822044200,SAMN37203569,10263654011,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22528344,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus garrawayi,ILLUMINA,2025-05-01T00:00:00Z,Mount white lime,SRP470392,2023-11-15T05:26:00Z,1,PRJNA1035804,C_garrawayi_Exp#77,Leaf,Australia,Oceania,Australia: Queensland,Plant,,vegetative stage,2020-12-18,,UN-2024d,"Cape York Peninsula\, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297980,RNA-Seq,300,8825952600,SAMN40411266,2854735589,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906823,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,MWUTHJ,SRP494686,2024-03-12T07:21:00Z,1,PRJNA1086718,MWUTHJ3,Leaf,China,Asia,China: Chongqing,Plant,Miyagawa wase unshiu,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297981,RNA-Seq,300,9133986000,SAMN40411266,2939097269,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906822,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,MWUTHJ,SRP494686,2024-03-12T07:21:00Z,1,PRJNA1086718,MWUTHJ2,Leaf,China,Asia,China: Chongqing,Plant,Miyagawa wase unshiu,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297982,RNA-Seq,300,9566579100,SAMN40411266,3109551894,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906821,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,MWUTHJ,SRP494686,2024-03-12T07:22:00Z,1,PRJNA1086718,MWUTHJ1,Leaf,China,Asia,China: Chongqing,Plant,Miyagawa wase unshiu,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297983,RNA-Seq,300,9427849800,SAMN40411265,3071975462,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906820,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,HJTHJ,SRP494686,2024-03-12T07:21:00Z,1,PRJNA1086718,HJTHJ3,Leaf,China,Asia,China: Chongqing,Plant,Chengtuo hongju,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297984,RNA-Seq,300,10814214900,SAMN40411265,3567332884,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906819,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,HJTHJ,SRP494686,2024-03-12T07:22:00Z,1,PRJNA1086718,HJTHJ2,Leaf,China,Asia,China: Chongqing,Plant,Chengtuo hongju,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28297985,RNA-Seq,300,9158280300,SAMN40411265,2981771533,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23906818,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2024-03-12T00:00:00Z,HJTHJ,SRP494686,2024-03-12T07:21:00Z,1,PRJNA1086718,HJTHJ1,Leaf,China,Asia,China: Chongqing,Plant,Chengtuo hongju,not collected,2020-10-15,young,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28298737,RNA-Seq,300,8905427700,SAMN40412940,5781945722,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23907577,BGISEQ-500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Pseudofabraea citricarpa,BGISEQ,2024-03-12T00:00:00Z,PscTsp8-12h,SRP490653,2024-03-12T10:20:00Z,1,PRJNA1078607,PscTsp8-12h,,China,Asia,China:Chongqing,"Microbe\, viral or environmental",,,2022-02-25,,,,,,,Citrus,,Ministry of Agriculture Southwest Area Fruit Science Observation Experiment Station,,Pure culture,,PscTSP8(Pseudofabraea citricarpa without gene PscTSP8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28298738,RNA-Seq,300,10639080600,SAMN40412939,6919674281,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23907576,BGISEQ-500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Pseudofabraea citricarpa,BGISEQ,2024-03-12T00:00:00Z,PscTSP5-12h,SRP490653,2024-03-12T10:25:00Z,1,PRJNA1078607,PscTsp5-12h,,China,Asia,China:Chongqing,"Microbe\, viral or environmental",,,2022-02-25,,,,,,,Citrus,,Ministry of Agriculture Southwest Area Fruit Science Observation Experiment Station,,Pure culture,,PscTSP5(Pseudofabraea citricarpa without gene PscTSP5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR28298739,RNA-Seq,300,11802110100,SAMN40412938,7663699094,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23907575,BGISEQ-500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Pseudofabraea citricarpa,BGISEQ,2024-03-12T00:00:00Z,WT-12,SRP490653,2024-03-12T10:32:00Z,1,PRJNA1078607,WT-12,,China,Asia,China:Chongqing,"Microbe\, viral or environmental",,,2022-02-25,,,,,,,Citrus,,Ministry of Agriculture Southwest Area Fruit Science Observation Experiment Station,,Pure culture,,Pseudofabraea citricarpa WZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
